time,open,high,low,close,adjClose,volume,ma_long,ma_short,position,prediction,position,fees,pnl,capital,total_profit,total_loss,count_profit,count_loss
2007-12-03 09:30:00,148.190002,148.449997,147.289993,147.679993,114.118706,146430400.0,114.118706,114.118706,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-03 10:30:00,148.190002,148.449997,147.289993,147.679993,114.118706,146430400.0,114.118706,114.118706,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-03 11:30:00,148.190002,148.449997,147.289993,147.679993,114.118706,146430400.0,114.11870600000002,114.11870600000002,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-03 12:30:00,148.190002,148.449997,147.289993,147.679993,114.118706,146430400.0,114.118706,114.118706,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-03 13:30:00,148.190002,148.449997,147.289993,147.679993,114.118706,146430400.0,114.118706,114.118706,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-03 14:30:00,148.190002,148.449997,147.289993,147.679993,114.118706,146430400.0,114.11870599999999,114.11870599999999,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-04 09:30:00,146.660004,147.539993,146.309998,146.360001,113.098663,136533900.0,113.97298557142857,113.94869883333332,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-04 10:30:00,146.660004,147.539993,146.309998,146.360001,113.098663,136533900.0,113.86369524999999,113.77869166666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-04 11:30:00,146.660004,147.539993,146.309998,146.360001,113.098663,136533900.0,113.77869166666667,113.6086845,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-04 12:30:00,146.660004,147.539993,146.309998,146.360001,113.098663,136533900.0,113.7106888,113.43867733333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-04 13:30:00,146.660004,147.539993,146.309998,146.360001,113.098663,136533900.0,113.65505009090909,113.26867016666667,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-04 14:30:00,146.660004,147.539993,146.309998,146.360001,113.098663,136533900.0,113.6086845,113.098663,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-05 09:30:00,147.929993,149.199997,147.830002,148.809998,114.99192,171130000.0,113.71508723076923,113.41420583333336,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-05 10:30:00,147.929993,149.199997,147.830002,148.809998,114.99192,171130000.0,113.80628957142856,113.72974866666668,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-05 11:30:00,147.929993,149.199997,147.830002,148.809998,114.99192,171130000.0,113.88533159999999,114.0452915,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-05 12:30:00,147.929993,149.199997,147.830002,148.809998,114.99192,171130000.0,113.95449337499998,114.36083433333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-05 13:30:00,147.929993,149.199997,147.830002,148.809998,114.99192,171130000.0,114.01551847058822,114.67637716666665,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-05 14:30:00,147.929993,149.199997,147.830002,148.809998,114.99192,171130000.0,114.069763,114.99191999999998,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-06 09:30:00,148.630005,151.210007,148.570007,150.940002,116.637856,154457400.0,114.20492578947366,115.26624266666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-06 10:30:00,148.630005,151.210007,148.570007,150.940002,116.637856,154457400.0,114.32657229999998,115.54056533333335,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-06 11:30:00,148.630005,151.210007,148.570007,150.940002,116.637856,154457400.0,114.4366334285714,115.814888,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-06 12:30:00,148.630005,151.210007,148.570007,150.940002,116.637856,154457400.0,114.53668899999997,116.08921066666669,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-06 13:30:00,148.630005,151.210007,148.570007,150.940002,116.637856,154457400.0,114.62804408695648,116.36353333333334,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-06 14:30:00,148.630005,151.210007,148.570007,150.940002,116.637856,154457400.0,114.71178624999995,116.63785600000001,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-07 09:30:00,151.419998,151.5,150.550003,150.910004,116.614746,148980100.0,114.78790463999997,116.63400433333334,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-07 10:30:00,151.419998,151.5,150.550003,150.910004,116.614746,148980100.0,114.85816776923073,116.63015266666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-07 11:30:00,151.419998,151.5,150.550003,150.910004,116.614746,148980100.0,114.9232262222222,116.626301,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
